entry_time,entry_price,exit_time,exit_price,direction,net_pnl_usdt,pnl_pct,capital_after
2026-08-18 00:40:00,64187.0,2026-08-18 01:40:00,64428.2,LONG,0.08955652816072412,0.3757770265006899,5.269572625068506
2026-08-18 01:40:00,64418.1,2026-08-18 02:40:00,64341.4,LONG,-0.03927568317277541,-0.11906591470409733,5.230296941895731
2026-08-18 21:20:00,64429.5,2026-08-18 22:20:00,64731.3,LONG,0.11465306979091688,0.4684189695713936,5.344950011686648
2026-08-19 20:45:00,65017.8,2026-08-19 21:45:00,65499.9,LONG,0.19014372474716232,0.7414892537120688,5.535093736433811
2026-08-19 21:50:00,65500.0,2026-08-19 22:05:00,66155.0,LONG,0.26845204621703983,1.0,5.8035457826508505
2026-08-19 22:05:00,66046.5,2026-08-19 22:10:00,66706.965,LONG,0.28147197045856626,1.0,6.085017753109417
2026-08-19 22:10:00,66475.1,2026-08-19 22:20:00,67139.85100000001,LONG,0.2951233610258067,1.0,6.380141114135224
2026-08-19 22:20:00,66640.1,2026-08-19 22:25:00,67306.501,LONG,0.3094368440355584,1.0,6.689577958170783
2026-08-19 22:25:00,67177.1,2026-08-19 22:30:00,67848.87100000001,LONG,0.32444453097128295,1.0,7.014022489142065
2026-08-19 22:30:00,68298.9,2026-08-19 23:05:00,68981.889,LONG,0.34018009072339017,1.0,7.354202579865455
2026-08-19 23:05:00,68695.6,2026-08-20 00:00:00,68352.122,LONG,-0.19488636836643455,-0.5,7.1593162114990205
2026-08-20 00:05:00,68368.7,2026-08-20 00:15:00,68026.8565,LONG,-0.18972187960472403,-0.5,6.969594331894297
2026-08-20 00:20:00,68007.4,2026-08-20 01:20:00,68238.4,LONG,0.10791333691609713,0.33966891838241864,7.0775076688103935
2026-08-20 01:20:00,68275.3,2026-08-20 02:20:00,68337.1,LONG,0.021415086138797425,0.09051589667128379,7.098922754949191
2026-08-20 02:20:00,68299.5,2026-08-20 03:20:00,68763.0,LONG,0.23022824724254815,0.67862868688644,7.32915100219174
2026-08-20 15:10:00,70700.0,2026-08-20 15:15:00,71407.0,LONG,0.35546382360629936,1.0,7.684614825798039
2026-08-20 15:15:00,71287.8,2026-08-20 16:15:00,72000.678,LONG,0.3727038190512049,1.0,8.057318644849243
2026-08-20 16:15:00,71910.0,2026-08-20 17:15:00,72366.9,LONG,0.24388599316550355,0.6353775552774277,8.301204638014747
2026-08-20 17:20:00,72366.8,2026-08-20 17:25:00,72004.966,LONG,-0.21998192290739077,-0.5,8.081222715107357
2026-08-20 17:25:00,72225.2,2026-08-20 17:30:00,71864.074,LONG,-0.21415240195034496,-0.5,7.867070313157011
2026-08-20 17:30:00,72016.5,2026-08-20 18:30:00,72222.4,LONG,0.10066180088707129,0.2859067019363559,7.967732114044082
2026-08-20 18:35:00,72222.3,2026-08-20 18:55:00,71861.1885,LONG,-0.21114490102216818,-0.5,7.7565872130219145
2026-08-20 19:10:00,71645.2,2026-08-20 20:10:00,72035.9,LONG,0.1998586054243239,0.5453261348980831,7.956445818446238
2026-08-20 20:10:00,71987.1,2026-08-20 20:30:00,71627.1645,LONG,-0.2108458141888253,-0.5,7.745600004257413
2026-08-20 20:30:00,71930.2,2026-08-20 20:35:00,71570.549,LONG,-0.20525840011282145,-0.5,7.540341604144591
2026-08-20 20:55:00,71715.6,2026-08-20 21:25:00,71357.02200000001,LONG,-0.19981905250983167,-0.5,7.340522551634759
2026-08-20 21:55:00,71716.2,2026-08-20 22:00:00,72433.362,LONG,0.3560153437542859,1.0,7.696537895389045
2026-08-20 22:00:00,71793.0,2026-08-20 22:30:00,72510.93000000001,LONG,0.3732820879263687,1.0,8.069819983315414
2026-08-20 22:30:00,72383.1,2026-08-20 23:30:00,72372.5,LONG,-0.01801357415428999,-0.014644302330246717,8.051806409161124
2026-08-20 23:30:00,72377.4,2026-08-21 00:30:00,72758.6,LONG,0.19996006759104673,0.5266837438206107,8.25176647675217
2026-08-21 00:30:00,72766.1,2026-08-21 01:30:00,72402.26950000001,LONG,-0.21867181163393248,-0.5,8.033094665118238
2026-08-21 01:35:00,72420.4,2026-08-21 02:35:00,72662.3,LONG,0.12211183732942904,0.3340219054299709,8.155206502447667
2026-08-21 02:40:00,72662.3,2026-08-21 03:40:00,72731.1,LONG,0.026375808977666473,0.09468458884456243,8.181582311425334
2026-08-21 15:05:00,76621.0,2026-08-21 15:25:00,77387.21,LONG,0.3968067421041287,1.0,8.578389053529463
2026-08-21 15:25:00,77014.0,2026-08-21 15:40:00,77784.14,LONG,0.416051869096179,1.0,8.994440922625643
2026-08-21 15:40:00,77513.8,2026-08-21 15:50:00,78288.93800000001,LONG,0.43623038474734366,1.0,9.430671307372986
2026-08-21 15:50:00,77941.6,2026-08-21 15:55:00,78721.016,LONG,0.4573875584075898,1.0,9.888058865780575
2026-08-21 15:55:00,78673.9,2026-08-21 16:00:00,78280.5305,LONG,-0.2620335599431853,-0.5,9.62602530583739
2026-08-21 16:00:00,79268.9,2026-08-21 16:05:00,78872.55549999999,LONG,-0.2550896706046908,-0.5,9.370935635232698
2026-08-21 16:05:00,77856.2,2026-08-21 16:15:00,77466.919,LONG,-0.24832979433366648,-0.5,9.12260584089903
2026-08-21 16:15:00,77875.9,2026-08-21 17:15:00,78237.0,LONG,0.19781752936961586,0.4636864549879993,9.320423370268646
2026-08-21 17:15:00,78031.1,2026-08-21 17:35:00,77640.94450000001,LONG,-0.24699121931211912,-0.5,9.073432150956526
2026-08-21 17:35:00,77663.1,2026-08-21 18:20:00,77274.78450000001,LONG,-0.24044595200034793,-0.5,8.832986198956178
2026-08-21 18:25:00,77516.1,2026-08-21 18:30:00,77128.51950000001,LONG,-0.2340741342723387,-0.5,8.598912064683839
2026-08-21 18:30:00,77419.6,2026-08-21 18:35:00,77032.50200000001,LONG,-0.22787116971412175,-0.5,8.371040894969717
2026-08-21 19:40:00,77224.3,2026-08-21 20:15:00,76838.17850000001,LONG,-0.2218325837166975,-0.5,8.14920831125302
2026-08-21 20:15:00,77195.4,2026-08-21 20:30:00,76809.423,LONG,-0.21595402024820504,-0.5,7.933254291004815
2026-08-21 20:45:00,77299.9,2026-08-21 21:00:00,76913.40049999999,LONG,-0.2102312387116276,-0.5,7.723023052293187
2026-08-21 21:00:00,77244.4,2026-08-21 21:05:00,76858.178,LONG,-0.20466011088576946,-0.5,7.518362941407418
2026-08-21 21:35:00,77091.5,2026-08-21 22:15:00,77862.415,LONG,0.36464060265825976,1.0,7.883003544065677
2026-08-21 22:15:00,77700.5,2026-08-21 22:50:00,77311.9975,LONG,-0.20889959391774046,-0.5,7.674103950147937
2026-08-21 22:50:00,77343.1,2026-08-21 23:05:00,76956.3845,LONG,-0.20336375467892032,-0.5,7.470740195469016
2026-08-21 23:30:00,77379.5,2026-08-22 00:30:00,77629.2,LONG,0.10933252247184223,0.32269528751154297,7.580072717940858
2026-08-22 00:30:00,77550.0,2026-08-22 01:30:00,77275.0,LONG,-0.14576856152266926,-0.35460992907800915,7.434304156418189
2026-08-22 02:30:00,77288.5,2026-08-22 03:00:00,76902.0575,LONG,-0.19700906014508202,-0.5,7.237295096273106
2026-08-22 18:40:00,77128.0,2026-08-22 19:40:00,77343.9,LONG,0.09043878892423683,0.27992428171350614,7.327733885197343
2026-08-23 15:45:00,76529.3,2026-08-23 16:45:00,76589.1,LONG,0.01763785784586592,0.07814000650732122,7.345371743043209
2026-08-23 17:25:00,76840.4,2026-08-23 18:25:00,77161.2,LONG,0.14231243358331522,0.4174887168729047,7.487684176626525
2026-08-23 18:25:00,77283.8,2026-08-23 19:25:00,77035.2,LONG,-0.13166027629466168,-0.32167155341741305,7.356023900331863
2026-08-23 20:20:00,77636.3,2026-08-23 21:20:00,77414.9,LONG,-0.11592206448745795,-0.2851758777788316,7.2401018358444045
2026-08-23 21:20:00,77464.2,2026-08-23 21:40:00,77076.879,LONG,-0.19186269864987673,-0.5,7.048239137194527
2026-08-24 16:30:00,77413.0,2026-08-24 17:30:00,77958.9,LONG,0.23794105280096242,0.7051787167529966,7.286180189995489
2026-08-24 17:35:00,77959.0,2026-08-24 17:55:00,77569.205,LONG,-0.1930837750348805,-0.5,7.093096414960609
2026-08-24 18:10:00,77680.0,2026-08-24 18:40:00,78456.8,LONG,0.3440151761255896,1.0,7.4371115910861985
2026-08-24 18:40:00,78322.0,2026-08-24 19:40:00,78711.4,LONG,0.173722863139204,0.4971783151604736,7.610834454225403
2026-08-24 19:40:00,78670.7,2026-08-24 20:40:00,78277.3465,LONG,-0.2016871130369732,-0.5,7.409147341188429
2026-08-24 20:40:00,78586.3,2026-08-24 20:45:00,78193.3685,LONG,-0.1963424045414934,-0.5,7.212804936646936
2026-08-24 20:55:00,78348.8,2026-08-24 21:10:00,79132.288,LONG,0.3498210394273764,1.0,7.562625976074313
2026-08-24 21:10:00,78932.0,2026-08-24 21:30:00,79721.32,LONG,0.3667873598396042,1.0,7.9294133359139165
2026-08-24 21:30:00,79364.3,2026-08-24 22:30:00,79769.6,LONG,0.19057671543763113,0.5106830149072206,8.119990051351548
2026-08-24 22:30:00,79853.1,2026-08-24 22:40:00,79453.83450000001,LONG,-0.21517973636081605,-0.5,7.9048103149907325
2026-08-24 22:40:00,79516.9,2026-08-24 22:45:00,79119.3155,LONG,-0.20947747334725442,-0.5,7.695332841643478
2026-08-24 22:45:00,79262.7,2026-08-24 22:55:00,78866.3865,LONG,-0.20392632030355218,-0.5,7.4914065213399255
2026-08-24 22:55:00,79125.2,2026-08-24 23:55:00,79021.9,LONG,-0.06013823696111587,-0.13055259260008611,7.43126828437881
2026-08-25 00:10:00,79139.1,2026-08-25 00:15:00,78743.4045,LONG,-0.19692860953603847,-0.5,7.234339674842771
2026-08-25 01:30:00,78977.6,2026-08-25 02:20:00,78582.712,LONG,-0.19171000138333344,-0.5,7.042629673459438
2026-08-25 21:25:00,79100.5,2026-08-25 22:25:00,79199.6,LONG,0.0335523759074976,0.12528365813111453,7.076182049366936
2026-08-25 22:30:00,79199.5,2026-08-25 23:30:00,79262.4,LONG,0.017485137332905486,0.07941969330613752,7.093667186699841
2026-08-25 23:35:00,79262.4,2026-08-26 00:05:00,78866.08799999999,LONG,-0.1879821804475458,-0.5,6.905685006252296
2026-08-26 00:45:00,79109.6,2026-08-26 01:45:00,79182.9,LONG,0.021634221218857524,0.09265626422076956,6.927319227471153
2026-08-26 20:45:00,78450.3,2026-08-26 20:50:00,78058.0485,LONG,-0.18357395952798558,-0.5,6.743745267943167
2026-08-26 21:05:00,78490.1,2026-08-26 21:35:00,78097.6495,LONG,-0.17870924960049395,-0.5,6.565036018342673
2026-08-27 00:30:00,78486.2,2026-08-27 01:30:00,78393.8,LONG,-0.04849188437443142,-0.11772770244959929,6.5165441339682415
2026-08-27 15:10:00,79719.2,2026-08-27 16:10:00,79847.6,LONG,0.04270465341249152,0.16106533934110434,6.559248787380733
2026-08-27 16:10:00,79759.9,2026-08-27 17:10:00,79899.9,LONG,0.04772732425857605,0.17552679980792352,6.606976111639309
2026-08-27 17:15:00,79899.9,2026-08-27 17:25:00,79500.40049999999,LONG,-0.17508486695844172,-0.5,6.431891244680867
2026-08-27 21:00:00,79492.9,2026-08-27 21:40:00,80287.829,LONG,0.31194672536702206,1.0,6.743837970047889
2026-08-27 21:40:00,80160.7,2026-08-27 22:40:00,80459.5,LONG,0.1155729399656315,0.37275123595477133,6.859410910013521
2026-08-27 22:40:00,80398.3,2026-08-27 23:40:00,80532.4,LONG,0.04691650881814502,0.16679457152699584,6.906327418831666
2026-08-27 23:40:00,80361.3,2026-08-28 00:40:00,80459.8,LONG,0.03196643259093918,0.12257143674878623,6.938293851422605
2026-08-28 00:55:00,80480.1,2026-08-28 01:10:00,80077.6995,LONG,-0.18386478706269904,-0.5,6.754429064359906
2026-08-28 21:40:00,79436.3,2026-08-28 22:40:00,79039.1185,LONG,-0.17899237020553752,-0.5,6.5754366941543685
2026-08-30 23:15:00,79085.0,2026-08-31 00:15:00,78971.6,LONG,-0.05700575611078033,-0.14339002339254225,6.518430938043588
2026-08-31 15:45:00,78299.9,2026-08-31 16:45:00,78631.3,LONG,0.1281668473194739,0.4232444741308905,6.646597785363062
2026-08-31 16:50:00,78631.4,2026-08-31 17:50:00,78605.6,LONG,-0.020874078904375516,-0.032811319650916104,6.625723706458686
2026-08-31 21:40:00,78122.7,2026-08-31 22:40:00,78676.4,LONG,0.22486277283333458,0.7087568658021182,6.850586479292021
2026-08-31 22:45:00,78676.4,2026-08-31 23:45:00,78677.1,LONG,-0.009971124383434962,0.0008897204244462387,6.840615354908586
2026-08-31 23:45:00,78686.5,2026-09-01 00:45:00,78822.1,LONG,0.04868104554710524,0.17232943389273725,6.889296400455691
2026-09-01 00:45:00,78879.1,2026-09-01 01:45:00,79045.4,LONG,0.06228922119328107,0.21082897751114604,6.951585621648972
2026-09-01 01:45:00,79150.0,2026-09-01 02:45:00,79026.2,LONG,-0.0647929059094247,-0.15641187618445906,6.886792715739547
2026-09-01 20:50:00,78067.0,2026-09-01 21:50:00,78243.1,LONG,0.06734438515377161,0.2255754672268795,6.954137100893319
2026-09-02 19:25:00,76951.6,2026-09-02 20:25:00,76840.1,LONG,-0.06081263285685593,-0.1448962724621694,6.893324468036463
2026-09-02 20:45:00,77351.6,2026-09-02 20:55:00,76964.842,LONG,-0.18267309840296625,-0.5,6.710651369633497
2026-09-02 20:55:00,77089.2,2026-09-02 21:55:00,77023.7,LONG,-0.03857500715925226,-0.08496650633292857,6.672076362474244
2026-09-02 21:55:00,77089.7,2026-09-02 22:10:00,76704.2515,LONG,-0.1768100236055675,-0.5,6.495266338868676
2026-09-02 22:20:00,77085.2,2026-09-02 23:20:00,77506.4,LONG,0.1677105015292191,0.5464083896779215,6.662976840397896
2026-09-02 23:20:00,77438.8,2026-09-03 00:05:00,77051.606,LONG,-0.17656888627054423,-0.5,6.486407954127351
2026-09-03 01:20:00,77415.9,2026-09-03 02:20:00,77203.5,LONG,-0.09871088383118909,-0.27436224341510496,6.387697070296162
2026-09-03 15:10:00,77894.4,2026-09-03 16:10:00,77836.3,LONG,-0.033403874282741816,-0.07458816038122817,6.35429319601342
2026-09-03 19:35:00,78255.1,2026-09-03 20:35:00,78820.4,LONG,0.2199796044514246,0.7223810333128355,6.574272800464844
2026-09-03 20:35:00,78581.9,2026-09-03 21:25:00,79367.719,LONG,0.31885223082254494,1.0,6.893125031287389
2026-09-03 21:25:00,79335.3,2026-09-03 21:45:00,80128.653,LONG,0.3343165640174383,1.0,7.227441595304827
2026-09-03 21:45:00,79732.4,2026-09-03 21:55:00,80529.724,LONG,0.35053091737228415,1.0,7.577972512677111
2026-09-03 21:55:00,80211.2,2026-09-03 22:50:00,81013.31199999999,LONG,0.3675316668648399,1.0,7.945504179541952
2026-09-03 22:55:00,81249.2,2026-09-03 23:00:00,80842.954,LONG,-0.21055586075786173,-0.5,7.73494831878409
2026-09-03 23:00:00,81316.7,2026-09-03 23:05:00,80910.1165,LONG,-0.2049761304477784,-0.5,7.529972188336312
2026-09-03 23:20:00,80678.3,2026-09-04 00:20:00,80965.3,LONG,0.12263833096953071,0.3557338218579176,7.652610519305843
2026-09-04 00:25:00,80965.2,2026-09-04 01:25:00,80915.6,LONG,-0.03491920134346797,-0.06126088739358826,7.617691317962375
2026-09-04 01:25:00,81041.4,2026-09-04 02:25:00,81503.9,LONG,0.2059427480155133,0.5706959652720611,7.823634065977888
2026-09-04 02:25:00,81493.8,2026-09-04 03:25:00,81496.8,LONG,-0.010295408899565988,0.003681261641985678,7.813338657078322
2026-09-04 16:40:00,81139.5,2026-09-04 17:40:00,81039.5,LONG,-0.05986757271721335,-0.12324453564540594,7.7534710843611085
2026-09-04 23:35:00,79711.8,2026-09-05 00:35:00,79531.3,LONG,-0.0994152980889846,-0.22644075281200715,7.654055786272124
2026-09-08 16:45:00,78738.0,2026-09-08 17:45:00,78630.9,LONG,-0.06353659529449661,-0.13602072696792256,7.590519190977628
2026-09-08 21:25:00,78297.8,2026-09-08 22:25:00,78425.5,LONG,0.050513106028169545,0.16309525938149605,7.641032297005798
2026-09-08 22:45:00,78680.7,2026-09-08 23:45:00,78786.6,LONG,0.03996054873035787,0.134594633753915,7.680992845736156
2026-09-08 23:45:00,78759.1,2026-09-09 00:45:00,78487.4,LONG,-0.144009402169247,-0.3449760091215004,7.536983443566909
