period,entry_time,entry_bar,symbol,direction,entry_price,tp,sl,notional,score,consensus,exit_time,exit_price,exit_reason,net_pnl,ret_pct,capital_after,split
WF1_TRAIN,2026-05-07 15:25:00,8007,SOLUSDT,1,89.8,90.6082,89.351,5002.35425915578,1.3270476536668396,6,2026-05-07 16:00:00,89.351,STOP_LOSS,-29.51389012901899,-0.49999999999999784,4972.8403690267605,WF1_TRAIN
WF1_TRAIN,2026-05-08 10:25:00,8235,SOLUSDT,1,88.16,88.95344,87.7192,4972.8403690267605,1.2816241485471536,6,2026-05-08 13:25:00,88.0,TIME_EXPIRE,-13.500674969196051,-0.1814882032667838,4959.339694057565,WF1_TRAIN
WF1_TRAIN,2026-05-08 21:40:00,8370,SOLUSDT,1,89.16,89.96244,88.71419999999999,4959.339694057565,1.2740377667872198,6,2026-05-08 22:15:00,88.71419999999999,STOP_LOSS,-29.26010419493994,-0.5000000000000062,4930.079589862625,WF1_TRAIN
WF1_TRAIN,2026-05-09 14:55:00,8577,SOLUSDT,1,93.71,94.55339,93.24145,4930.079589862625,1.250812984176604,6,2026-05-09 16:15:00,93.24145,STOP_LOSS,-29.087469580189143,-0.499999999999993,4900.992120282435,WF1_TRAIN
WF1_TRAIN,2026-05-10 16:25:00,8883,SOLUSDT,1,94.46,95.31013999999999,93.98769999999999,4900.992120282435,1.2891364847432476,6,2026-05-10 17:00:00,93.98769999999999,STOP_LOSS,-28.915853509666583,-0.5000000000000044,4872.076266772769,WF1_TRAIN
WF1_TRAIN,2026-05-11 08:10:00,9072,BTCUSDT,-1,81466.1,80732.9051,81873.4305,4872.076266772769,-1.2844603736954017,6,2026-05-11 10:10:00,80732.9051,TAKE_PROFIT,39.463817760859556,0.9000000000000027,4911.540084533628,WF1_TRAIN
WF1_TRAIN,2026-05-14 13:55:00,10005,SOLUSDT,1,91.35,92.17214999999999,90.89325,4911.540084533628,1.2663679383054185,6,2026-05-14 14:10:00,90.89325,STOP_LOSS,-28.978086498748382,-0.4999999999999995,4882.561998034879,WF1_TRAIN
WF1_TEST,2026-05-20 15:10:00,11748,BTCUSDT,-1,77249.1,76553.85810000001,77635.34550000001,5000.0,-1.3076812289771653,6,2026-05-20 17:35:00,77635.34550000001,STOP_LOSS,-29.50000000000029,-0.5000000000000058,4970.5,WF1_TEST
WF1_TEST,2026-05-22 15:25:00,12327,SOLUSDT,1,87.45,88.23705,87.01275,4970.5,1.2650106355620914,6,2026-05-22 15:35:00,87.01275,STOP_LOSS,-29.325950000000336,-0.5000000000000068,4941.17405,WF1_TEST
WF1_TEST,2026-05-24 12:55:00,12873,SOLUSDT,1,86.13,86.90517,85.69935,4941.17405,1.3184627485653868,6,2026-05-24 15:55:00,86.46,TIME_EXPIRE,14.48464469599607,0.3831417624521053,4955.658694695996,WF1_TEST
WF1_TEST,2026-05-25 15:40:00,13194,BTCUSDT,-1,77312.9,76617.0839,77699.46449999999,4955.658694695996,-1.262478133169774,6,2026-05-25 18:40:00,77430.0,TIME_EXPIRE,-11.966054096229424,-0.1514624338241171,4943.6926405997665,WF1_TEST
WF1_TEST,2026-05-25 21:25:00,13263,BTCUSDT,-1,77580.5,76882.2755,77968.4025,4943.6926405997665,-1.2932981638793257,6,2026-05-26 00:25:00,77624.2,TIME_EXPIRE,-7.23403562245462,-0.05632858772500447,4936.458604977312,WF1_TEST
WF1_TEST,2026-05-26 17:10:00,13500,BTCUSDT,-1,76686.9,75996.71789999999,77070.3345,4936.458604977312,-1.295802420547961,6,2026-05-26 17:25:00,77070.3345,STOP_LOSS,-29.125105769366336,-0.500000000000004,4907.333499207945,WF1_TEST
WF1_TEST,2026-05-27 15:10:00,13764,ETHUSDT,1,2085.04,2103.80536,2074.6148,4907.333499207945,1.2548259412913445,6,2026-05-27 18:10:00,2081.11,TIME_EXPIRE,-13.666216776251824,-0.18848559260253214,4893.667282431694,WF1_TEST
WF1_TEST,2026-05-28 21:55:00,14133,BTCUSDT,-1,72997.5,72340.5225,73362.4875,4893.667282431694,-1.303254446559082,6,2026-05-28 23:45:00,73362.4875,STOP_LOSS,-28.872636966347187,-0.500000000000004,4864.794645465347,WF1_TEST
WF2_TRAIN,2026-05-31 09:55:00,14853,BTCUSDT,-1,74060.9,73394.3519,74431.20449999999,5000.0,-1.272764720428195,6,2026-05-31 12:55:00,74027.9,TIME_EXPIRE,-2.2721037686552554,0.044557924626894896,4997.727896231345,WF2_TRAIN
WF2_TRAIN,2026-06-02 10:40:00,15438,BTCUSDT,-1,70960.4,70321.7564,71315.20199999999,4997.727896231345,-1.2872086266865537,6,2026-06-02 12:50:00,70321.7564,TAKE_PROFIT,40.4815959594736,0.8999999999999942,5038.209492190818,WF2_TRAIN
WF2_TRAIN,2026-06-02 21:10:00,15564,BTCUSDT,-1,68556.1,67939.0951,68898.8805,5038.209492190818,-1.2500256579826001,6,2026-06-02 21:20:00,67939.0951,TAKE_PROFIT,40.80949688674562,0.8999999999999998,5079.018989077564,WF2_TRAIN
WF2_TRAIN,2026-06-05 20:25:00,16419,SOLUSDT,1,66.46,67.37491428571428,65.95171428571427,3320.490744939097,1.3083382036740492,6,2026-06-05 20:40:00,65.95171428571427,STOP_LOSS,-28.383536615833233,-0.7647994497227195,5050.635452461731,WF2_TRAIN
WF2_TRAIN,2026-06-07 08:10:00,16848,BTCUSDT,-1,61276.3,60724.8133,61582.681500000006,5050.635452461731,-1.2735568072360475,6,2026-06-07 08:15:00,61582.681500000006,STOP_LOSS,-29.79874916952447,-0.5000000000000051,5020.836703292206,WF2_TRAIN
WF2_TRAIN,2026-06-07 15:55:00,16941,BTCUSDT,-1,62823.0,62257.593,63137.115,5020.836703292206,-1.3152555941571173,6,2026-06-07 18:55:00,62598.8,TIME_EXPIRE,13.399391418561104,0.35687566655523784,5034.236094710767,WF2_TRAIN
WF2_TRAIN,2026-06-07 21:55:00,17013,BTCUSDT,-1,61872.0,61315.152,62181.36,5034.236094710767,-1.2920196554059862,6,2026-06-07 22:50:00,62181.36,STOP_LOSS,-29.701992958793575,-0.500000000000001,5004.534101751974,WF2_TRAIN
WF2_TRAIN,2026-06-08 19:40:00,17274,BTCUSDT,-1,63609.8,63019.16342857143,63937.931428571435,4850.760786486582,-1.2572650007080899,6,2026-06-08 19:55:00,63937.931428571435,STOP_LOSS,-29.388355216598015,-0.5158504327500362,4975.145746535376,WF2_TRAIN
WF2_TRAIN,2026-06-09 19:10:00,17556,ETHUSDT,1,1680.7,1695.8263,1672.2965000000002,4975.145746535376,1.3127875880505213,6,2026-06-09 19:45:00,1672.2965000000002,STOP_LOSS,-29.353359904558406,-0.49999999999999367,4945.792386630817,WF2_TRAIN
WF2_TRAIN,2026-06-13 20:40:00,18726,SOLUSDT,1,68.11,68.72299,67.76945,4945.792386630817,1.286387007182474,6,2026-06-13 23:40:00,68.03,TIME_EXPIRE,-10.260395220063714,-0.11745705476434928,4935.531991410754,WF2_TRAIN
WF2_TRAIN,2026-06-16 15:40:00,19530,BTCUSDT,-1,66583.4,65984.1494,66916.317,4935.531991410754,-1.2560760785998846,6,2026-06-16 15:50:00,66916.317,STOP_LOSS,-29.11963874932355,-0.500000000000002,4906.41235266143,WF2_TRAIN
WF2_TRAIN,2026-06-16 19:10:00,19572,ETHUSDT,1,1808.59,1824.8673099999999,1799.54705,4906.41235266143,1.3375685771388734,6,2026-06-16 19:30:00,1824.8673099999999,TAKE_PROFIT,39.74194005655743,0.8999999999999968,4946.154292717988,WF2_TRAIN
WF2_TRAIN,2026-06-17 12:40:00,19782,BTCUSDT,-1,65879.0,65286.089,66208.395,4946.154292717988,-1.2865812394713565,6,2026-06-17 14:50:00,65286.089,TAKE_PROFIT,40.06384977101571,0.9000000000000001,4986.218142489004,WF2_TRAIN
WF2_TRAIN,2026-06-20 10:25:00,20619,SOLUSDT,1,69.94,70.56945999999999,69.5903,4986.218142489004,1.257357856563168,6,2026-06-20 11:35:00,70.56945999999999,TAKE_PROFIT,40.38836695416055,0.8999999999999923,5026.606509443164,WF2_TRAIN
WF2_TRAIN,2026-06-21 16:55:00,20985,SOLUSDT,1,74.01,74.67609,73.63995,5026.606509443164,1.2910428758743606,6,2026-06-21 18:15:00,73.63995,STOP_LOSS,-29.656978405715087,-0.5000000000000083,4996.94953103745,WF2_TRAIN
WF2_TRAIN,2026-06-24 21:40:00,21906,BTCUSDT,-1,61132.8,60560.04514285715,61450.997142857144,4800.1297803631405,-1.3096705010908551,6,2026-06-24 22:40:00,60560.04514285715,TAKE_PROFIT,40.65242897701029,0.9369027054917427,5037.60196001446,WF2_TRAIN
WF2_TRAIN,2026-06-25 09:55:00,22053,ETHUSDT,1,1620.07,1634.6506299999999,1611.96965,5037.601960014459,1.2529745223003577,6,2026-06-25 11:55:00,1634.6506299999999,TAKE_PROFIT,40.8045758761169,0.8999999999999956,5078.406535890577,WF2_TRAIN
WF2_TRAIN,2026-06-27 20:25:00,22755,SOLUSDT,1,72.36,73.01124,71.9982,5078.406535890577,1.2884106024572204,6,2026-06-27 22:10:00,73.01124,TAKE_PROFIT,41.135092940713776,0.9000000000000018,5119.541628831291,WF2_TRAIN
WF2_TRAIN,2026-06-28 15:40:00,22986,SOLUSDT,1,72.04,72.68836,71.6798,5119.541628831291,1.3428656152392902,6,2026-06-28 16:00:00,71.6798,STOP_LOSS,-30.205295610105047,-0.5000000000000084,5089.336333221186,WF2_TRAIN
WF2_TRAIN,2026-06-30 13:40:00,23538,ETHUSDT,1,1592.25,1606.58025,1584.28875,5089.336333221186,1.3156687942029948,6,2026-06-30 15:35:00,1584.28875,STOP_LOSS,-30.0270843660052,-0.500000000000004,5059.30924885518,WF2_TRAIN
WF2_TRAIN,2026-07-02 17:40:00,24162,SOLUSDT,1,81.04,81.89474285714287,80.56514285714286,4317.15546132754,1.3344526667633643,6,2026-07-02 17:50:00,81.89474285714287,TAKE_PROFIT,41.648343324502065,1.0547172472147912,5100.957592179682,WF2_TRAIN
WF2_TRAIN,2026-07-02 17:55:00,24165,SOLUSDT,1,82.07,83.07131428571428,81.51371428571427,3762.774944955438,1.290069799848271,6,2026-07-02 18:00:00,81.51371428571427,STOP_LOSS,-28.891285411358535,-0.6778185869205815,5072.066306768324,WF2_TRAIN
WF2_TRAIN,2026-07-04 10:25:00,24651,SOLUSDT,1,82.37,83.11133000000001,81.95815,5072.066306768324,1.2658045722098512,6,2026-07-04 11:30:00,83.11133000000001,TAKE_PROFIT,41.083737084823724,0.900000000000006,5113.1500438531475,WF2_TRAIN
WF2_TEST,2026-07-06 14:25:00,25275,SOLUSDT,1,80.62,81.34558,80.21690000000001,5000.0,1.295700591932928,6,2026-07-06 16:30:00,80.21690000000001,STOP_LOSS,-29.499999999999684,-0.49999999999999367,4970.5,WF2_TEST
WF2_TEST,2026-07-07 21:55:00,25653,BTCUSDT,-1,63536.5,62964.6715,63854.1825,4970.5,-1.3074435334393957,6,2026-07-07 22:35:00,63854.1825,STOP_LOSS,-29.3259500000002,-0.5000000000000041,4941.17405,WF2_TEST
WF2_TEST,2026-07-11 13:40:00,26706,SOLUSDT,1,78.02,78.72218,77.62989999999999,4941.17405,1.2623106575243828,6,2026-07-11 16:40:00,77.93,TIME_EXPIRE,-10.146949807009058,-0.1153550371699426,4931.0271001929905,WF2_TEST
WF2_TEST,2026-07-19 09:25:00,28959,BTCUSDT,-1,64795.7,64212.5387,65119.678499999995,4931.0271001929905,-1.257894701531134,6,2026-07-19 12:25:00,64685.3,TIME_EXPIRE,3.963642254854875,0.17038167656186165,4934.990742447845,WF2_TEST
WF3_TRAIN,2026-07-21 09:55:00,29541,ETHUSDT,1,1916.45,1933.69805,1906.8677500000001,5000.0,1.2549623702487895,6,2026-07-21 12:45:00,1933.69805,TAKE_PROFIT,40.499999999999794,0.8999999999999959,5040.5,WF3_TRAIN
WF3_TRAIN,2026-07-22 17:25:00,29919,BTCUSDT,-1,65933.8,65340.395800000006,66263.469,5040.5,-1.312107616271238,6,2026-07-22 20:25:00,65590.6,TIME_EXPIRE,21.700466422229347,0.52052209943913,5062.2004664222295,WF3_TRAIN
WF3_TRAIN,2026-07-22 20:40:00,29958,BTCUSDT,-1,65864.8,65272.016800000005,66194.124,5062.2004664222295,-1.2602575457457244,6,2026-07-22 23:30:00,66194.124,STOP_LOSS,-29.86698275189063,-0.4999999999999897,5032.333483670339,WF3_TRAIN
WF3_TRAIN,2026-07-26 10:55:00,30993,SOLUSDT,1,75.0,75.675,74.625,5032.333483670339,1.2805635447674526,6,2026-07-26 13:55:00,75.09,TIME_EXPIRE,1.5097000451013303,0.12000000000000455,5033.84318371544,WF3_TRAIN
WF3_TRAIN,2026-07-28 16:10:00,31632,SOLUSDT,1,73.4,74.06060000000001,73.033,5033.84318371544,1.2740178162716136,6,2026-07-28 18:00:00,73.033,STOP_LOSS,-29.6996747839214,-0.500000000000006,5004.143508931519,WF3_TRAIN
WF3_TRAIN,2026-07-31 21:55:00,32565,BTCUSDT,-1,62663.8,62099.825800000006,62977.119000000006,5004.143508931519,-1.2514398125324022,6,2026-08-01 00:25:00,62977.119000000006,STOP_LOSS,-29.524446702696213,-0.500000000000005,4974.619062228823,WF3_TRAIN
WF3_TRAIN,2026-08-01 10:55:00,32721,ETHUSDT,1,1869.0,1885.821,1859.655,4974.619062228823,1.274236918158239,6,2026-08-01 13:55:00,1869.47,TIME_EXPIRE,-3.2261828599932696,0.025147137506689527,4971.39287936883,WF3_TRAIN
WF3_TRAIN,2026-08-02 08:25:00,32979,BTCUSDT,-1,62957.9,62391.278900000005,63272.6895,4971.39287936883,-1.2739155592730655,6,2026-08-02 09:05:00,63272.6895,STOP_LOSS,-29.331217988276016,-0.49999999999999833,4942.061661380554,WF3_TRAIN
WF3_TRAIN,2026-08-05 12:40:00,33894,SOLUSDT,1,74.14,74.80726,73.7693,4942.061661380554,1.2749259484088915,6,2026-08-05 14:20:00,73.7693,STOP_LOSS,-29.158163802145225,-0.49999999999999917,4912.903497578409,WF3_TRAIN
WF3_TRAIN,2026-08-08 10:40:00,34734,SOLUSDT,1,74.45,75.12005,74.07775000000001,4912.903497578409,1.333441733512863,6,2026-08-08 11:00:00,75.12005,TAKE_PROFIT,39.79451833038533,0.9000000000000045,4952.698015908794,WF3_TRAIN
WF3_TRAIN,2026-08-08 21:55:00,34869,SOLUSDT,1,76.48,77.16832000000001,76.0976,4952.698015908794,1.3171918489633105,6,2026-08-09 00:55:00,76.37,TIME_EXPIRE,-11.580817097031886,-0.14382845188284443,4941.117198811762,WF3_TRAIN
WF3_TRAIN,2026-08-14 15:55:00,36525,BTCUSDT,-1,62904.9,62338.755900000004,63219.4245,4941.117198811762,-1.2590180472694086,6,2026-08-14 18:55:00,62837.4,TIME_EXPIRE,0.8550522450272284,0.1073048363482018,4941.972251056789,WF3_TRAIN
WF3_TRAIN,2026-08-15 20:55:00,36873,SOLUSDT,1,75.53,76.20977,75.15235,4941.972251056789,1.298090355528676,6,2026-08-15 23:55:00,75.45,TIME_EXPIRE,-9.682222001782364,-0.10591817820733258,4932.290029055007,WF3_TRAIN
WF3_TRAIN,2026-08-16 10:10:00,37032,SOLUSDT,1,75.58,76.26022,75.2021,4932.290029055007,1.3016633127725203,6,2026-08-16 13:10:00,75.29,TIME_EXPIRE,-23.364227848402916,-0.38369939137336867,4908.925801206604,WF3_TRAIN
WF3_TRAIN,2026-08-18 14:10:00,37656,SOLUSDT,1,76.14,76.82526,75.7593,4908.925801206604,1.2996096226189333,6,2026-08-18 17:10:00,75.88,TIME_EXPIRE,-21.18084788241694,-0.3414762280010574,4887.744953324187,WF3_TRAIN
WF3_TRAIN,2026-08-21 12:40:00,38502,SOLUSDT,1,90.14,90.95126,89.6893,4887.744953324187,1.262853632779749,6,2026-08-21 13:00:00,90.95126,TAKE_PROFIT,39.590734121926154,0.9000000000000048,4927.335687446113,WF3_TRAIN
WF3_TRAIN,2026-08-21 19:55:00,38589,ETHUSDT,1,2387.75,2409.23975,2375.81125,4927.335687446113,1.3250735176466806,6,2026-08-21 20:30:00,2375.81125,STOP_LOSS,-29.071280555931654,-0.4999999999999916,4898.264406890182,WF3_TRAIN
WF3_TRAIN,2026-08-23 21:10:00,39180,BTCUSDT,-1,77538.1,76840.2571,77925.7905,4898.264406890182,-1.2533358050676182,6,2026-08-23 21:40:00,76840.2571,TAKE_PROFIT,39.67594169581067,0.9000000000000041,4937.940348585992,WF3_TRAIN
WF3_TRAIN,2026-08-24 12:25:00,39363,ETHUSDT,1,2449.9,2471.9491000000003,2437.6505,4937.940348585992,1.253812187997222,6,2026-08-24 12:35:00,2437.6505,STOP_LOSS,-29.13384805665715,-0.49999999999999584,4908.806500529335,WF3_TRAIN
WF3_TRAIN,2026-08-24 18:40:00,39438,BTCUSDT,-1,78559.5,77852.4645,78952.2975,4908.806500529335,-1.3286786954448837,6,2026-08-24 19:45:00,78952.2975,STOP_LOSS,-28.96195835312311,-0.5000000000000007,4879.844542176212,WF3_TRAIN
WF3_TEST,2026-08-28 12:40:00,40518,BTCUSDT,-1,79786.3,79068.2233,80185.23150000001,5000.0,-1.2910820303759678,6,2026-08-28 15:40:00,79682.5,TIME_EXPIRE,2.004876150416983,0.13009752300833965,5002.004876150417,WF3_TEST
WF3_TEST,2026-08-29 21:10:00,40908,SOLUSDT,1,103.95,104.88555000000001,103.43025,5002.004876150417,1.3022363785276834,6,2026-08-29 21:40:00,104.88555000000001,TAKE_PROFIT,40.51623949681868,0.900000000000006,5042.521115647235,WF3_TEST
WF3_TEST,2026-08-30 20:25:00,41187,SOLUSDT,1,106.31,107.26679,105.77845,5042.521115647236,1.2753756409651826,6,2026-08-30 20:45:00,107.26679,TAKE_PROFIT,40.84442103674252,0.8999999999999982,5083.365536683978,WF3_TEST
WF3_TEST,2026-09-01 16:25:00,41715,ETHUSDT,1,2450.27,2472.32243,2438.01865,5083.365536683978,1.2565308271711069,6,2026-09-01 19:25:00,2454.28,TIME_EXPIRE,3.7441749423085113,0.16365543389096787,5087.109711626286,WF3_TEST
WF3_TEST,2026-09-02 09:40:00,41922,SOLUSDT,1,99.81,100.70829,99.31095,5087.109711626286,1.3147515838195765,6,2026-09-02 12:40:00,100.17,TIME_EXPIRE,13.770058289748345,0.3606853020739399,5100.879769916035,WF3_TEST
WF3_TEST,2026-09-05 15:40:00,42858,SOLUSDT,1,102.38,103.30142,101.8681,5100.879769916035,1.2685231400678743,6,2026-09-05 18:40:00,102.21,TIME_EXPIRE,-13.060703503080074,-0.16604805626099015,5087.819066412955,WF3_TEST
WF3_TEST,2026-09-06 10:25:00,43083,SOLUSDT,1,104.97,105.91473,104.44515,5087.819066412955,1.2600385079971057,6,2026-09-06 10:35:00,105.91473,TAKE_PROFIT,41.211334437945276,0.9000000000000067,5129.0304008509,WF3_TEST
WF3_TEST,2026-09-07 09:25:00,43359,BTCUSDT,-1,79998.4,79278.4144,80398.39199999999,5129.0304008509,-1.250625421737112,6,2026-09-07 09:40:00,80398.39199999999,STOP_LOSS,-30.261279365020208,-0.499999999999998,5098.76912148588,WF3_TEST
WF3_TEST,2026-09-07 19:55:00,43485,BTCUSDT,-1,79567.4,78851.2934,79965.237,5098.76912148588,-1.2911918052431808,6,2026-09-07 22:15:00,78851.2934,TAKE_PROFIT,41.30002988403558,0.899999999999999,5140.069151369915,WF3_TEST
WF3_TEST,2026-09-08 21:10:00,43788,BTCUSDT,-1,78123.4,77420.2894,78514.01699999999,5140.069151369915,-1.2771837904957348,6,2026-09-08 21:45:00,78514.01699999999,STOP_LOSS,-30.32640799308239,-0.49999999999999795,5109.742743376833,WF3_TEST
